workerid,proliferate.condition,chosen_continuation,exp_continuation,id,order,prompt,response,type,unexp_continuation,catch_trials,condition,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.other_language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1050,cond65,His dog follows him everywhere he goes.,His dog follows him everywhere he goes.,1_dog_managed_failed_ref,0,John managed to adopt a dog but failed to adopt a cat.,exp,managed_failed,His cat follows him everywhere he goes.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
1050,cond65,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
1050,cond65,It's not a big deal.,It's not a big deal.,13_bed_doubt,0,I doubt that Luke bought a bed.,exp,doubt,It was delivered the next day.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
1050,cond65,and it looks amazing on her.,and it looks amazing on her.,5_shirt_affirmative,1,Mary found a shirt at the store,exp,affirmative,and it's not a big deal.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
1050,cond65,The shed that she designed would not have fit on her lot.,The shed that she designed would not have fit on her lot.,16_house_affirmative_modal_nonref,1,Lisa built a house but she wanted to build a shed.,exp,affirmative_modal,The house that she designed would not have fit on her lot.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
754,cond65,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
754,cond65,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
754,cond65,and it looks amazing on her.,and it looks amazing on her.,5_shirt_affirmative,1,Mary found a shirt at the store,exp,affirmative,and it's not a big deal.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
754,cond65,His dog follows him everywhere he goes.,His dog follows him everywhere he goes.,1_dog_managed_failed_ref,0,John managed to adopt a dog but failed to adopt a cat.,exp,managed_failed,His cat follows him everywhere he goes.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
754,cond65,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
754,cond65,The shed that she designed would not have fit on her lot.,The shed that she designed would not have fit on her lot.,16_house_affirmative_modal_nonref,0,Lisa built a house but she wanted to build a shed.,exp,affirmative_modal,The house that she designed would not have fit on her lot.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
754,cond65,It's not a big deal.,It's not a big deal.,13_bed_doubt,1,I doubt that Luke bought a bed.,exp,doubt,It was delivered the next day.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
754,cond65,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],65,25,Yes,,3,2,.34 pounds,Female,English,n/a,No,Chrome,Mac,900,1440,1.3267166666666668,
1182,cond65,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
1182,cond65,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
1182,cond65,The shed that she designed would not have fit on her lot.,The shed that she designed would not have fit on her lot.,16_house_affirmative_modal_nonref,1,Lisa built a house but she wanted to build a shed.,exp,affirmative_modal,The house that she designed would not have fit on her lot.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
1182,cond65,It's not a big deal.,It's not a big deal.,13_bed_doubt,0,I doubt that Luke bought a bed.,exp,doubt,It was delivered the next day.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
1182,cond65,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
1182,cond65,and it looks amazing on her.,and it looks amazing on her.,5_shirt_affirmative,1,Mary found a shirt at the store,exp,affirmative,and it's not a big deal.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
1182,cond65,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
1182,cond65,His dog follows him everywhere he goes.,His dog follows him everywhere he goes.,1_dog_managed_failed_ref,1,John managed to adopt a dog but failed to adopt a cat.,exp,managed_failed,His cat follows him everywhere he goes.,[],65,66,Yes,,4,1,50 cents,Male,English,,no,Chrome,Windows,900,1440,2.6219333333333332,
923,cond65,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
923,cond65,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
923,cond65,His dog follows him everywhere he goes.,His dog follows him everywhere he goes.,1_dog_managed_failed_ref,1,John managed to adopt a dog but failed to adopt a cat.,exp,managed_failed,His cat follows him everywhere he goes.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
923,cond65,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
923,cond65,It's not a big deal.,It's not a big deal.,13_bed_doubt,0,I doubt that Luke bought a bed.,exp,doubt,It was delivered the next day.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
923,cond65,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
923,cond65,The shed that she designed would not have fit on her lot.,The shed that she designed would not have fit on her lot.,16_house_affirmative_modal_nonref,1,Lisa built a house but she wanted to build a shed.,exp,affirmative_modal,The house that she designed would not have fit on her lot.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
923,cond65,and it looks amazing on her.,and it looks amazing on her.,5_shirt_affirmative,0,Mary found a shirt at the store,exp,affirmative,and it's not a big deal.,[],65,,Yes,,-1,-1,,,,,,Safari,Mac,768,1366,2.563716666666666,
921,cond43,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
921,cond43,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
921,cond43,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
921,cond43,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
921,cond43,and it was much cheaper than he expected.,and it was much cheaper than he expected.,12_ticket_affirmative,0,Thomas booked a ticket in advance,exp,affirmative,and it's not a big deal.,[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
921,cond43,"The bone was at least 3,000 years old.","The jar was at least 3,000 years old.",15_bone_managed_failed_ref,0,David managed to discover a bone on his archaeological expedition but failed to discover an old jar.,unexp,managed_failed,"The bone was at least 3,000 years old.",[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
921,cond43,The cat that he liked had been adopted by someone else.,The cat that he liked had been adopted by someone else.,1_dog_affirmative_negation_nonref,1,John owns a dog but he doesn't own a cat.,exp,affirmative_negation,The dog that he liked had been adopted by someone else.,[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
921,cond43,and it was taller than she expected.,and it's not a big deal.,3_bear_modal,0,Carol wants to see a bear at the zoo,unexp,modal,and it was taller than she expected.,[],43,22,Yes,,3,2,,Female,,,,Firefox,Windows,912,1368,1.2539,
1181,cond43,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
1181,cond43,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
1181,cond43,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
1181,cond43,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
1181,cond43,The cat that he liked had been adopted by someone else.,The cat that he liked had been adopted by someone else.,1_dog_affirmative_negation_nonref,1,John owns a dog but he doesn't own a cat.,exp,affirmative_negation,The dog that he liked had been adopted by someone else.,[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
1181,cond43,and it's not a big deal.,and it's not a big deal.,3_bear_modal,0,Carol wants to see a bear at the zoo,exp,modal,and it was taller than she expected.,[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
1181,cond43,"The bone was at least 3,000 years old.","The jar was at least 3,000 years old.",15_bone_managed_failed_ref,0,David managed to discover a bone on his archaeological expedition but failed to discover an old jar.,unexp,managed_failed,"The bone was at least 3,000 years old.",[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
1181,cond43,and it was much cheaper than he expected.,and it was much cheaper than he expected.,12_ticket_affirmative,1,Thomas booked a ticket in advance,exp,affirmative,and it's not a big deal.,[],43,67,Yes,,4,2,$.50,Male,English,Spanish,,Firefox,Windows,864,1536,2.0316833333333335,
728,cond43,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
728,cond43,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
728,cond43,and it was taller than she expected.,and it's not a big deal.,3_bear_modal,1,Carol wants to see a bear at the zoo,unexp,modal,and it was taller than she expected.,[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
728,cond43,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
728,cond43,and it was much cheaper than he expected.,and it was much cheaper than he expected.,12_ticket_affirmative,0,Thomas booked a ticket in advance,exp,affirmative,and it's not a big deal.,[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
728,cond43,"The bone was at least 3,000 years old.","The jar was at least 3,000 years old.",15_bone_managed_failed_ref,1,David managed to discover a bone on his archaeological expedition but failed to discover an old jar.,unexp,managed_failed,"The bone was at least 3,000 years old.",[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
728,cond43,The cat that he liked had been adopted by someone else.,The cat that he liked had been adopted by someone else.,1_dog_affirmative_negation_nonref,0,John owns a dog but he doesn't own a cat.,exp,affirmative_negation,The dog that he liked had been adopted by someone else.,[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
728,cond43,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],43,32,Yes,Better phone display/layout for future studies,3,1,1.00,Male,English,,Page load out is a little touchy for phones,Chrome,Linux,892,412,2.3113,
